employee_number,eeceeid,eeccoid,first_name,preferred_first_name,last_name,email_address,date_of_birth,original_hire_date,seniority_date,retirement_date,job_code,job_title,job_family_code,employee_type_code,employment_status_code,employment_status,company_code,location_code,org_level_1_code,supervisor_employee_number,supervisor_name,supervisor_email,primary_key,secondary_key,scheduled_fte,termination_date
102261,EE102261,CO001,Adam,Adam,Schmidt,adam.schmidt@northernpipeline.com,1986-10-22,2023-03-17,2023-03-17,,80ANL4,Analytics Lead,ANLYT,RFT,T,Terminated,NRTHP,111,120,,,,102261_NRTHP,EE102261_CO001,1.0,2024-03-07
102262,EE102262,CO004,Richard,Richard,Williams,richard.williams@alpineconstruction.com,1987-03-14,2023-03-17,2023-03-17,,90PRO3,Project Manager,PROJ,RPT,A,Active,ALPNC,102,40,,,,102262_ALPNC,EE102262_CO004,0.55,
102263,EE102263,CO003,Gregory,Gregory,Stewart,gregory.stewart@prairieresources.ca,1978-10-22,2023-03-17,2023-03-17,,65TEC1,Field Technician,TECH,CON,T,Terminated,PRMRE,124,120,101806,"Campbell, Edward",edward.campbell@alpineconstruction.com,102263_PRMRE,EE102263_CO003,1.0,2025-08-10
102264,EE102264,CO002,Larry,Larry,Williams,larry.williams@westmarkmanufacturing.com,2001-06-17,2023-03-20,2023-03-20,,72MKT3,Senior Marketing Specialist,MKTG,RFT,T,Terminated,WSTMF,104,160,,,,102264_WSTMF,EE102264_CO002,1.0,2025-01-29
102265,EE102265,CO001,Joseph,Joseph,Yamamoto,joseph.yamamoto@northernpipeline.com,1984-08-17,2023-03-20,2023-03-20,,94LEG2,Paralegal,LEGAL,RPT,A,Active,NRTHP,102,100,100763,"Bailey, Anna",anna.bailey@westmarkmanufacturing.com,102265_NRTHP,EE102265_CO001,0.8,
102266,EE102266,CO002,Mei,Mei,Foster,mei.foster@westmarkmanufacturing.com,1980-01-15,2023-03-21,2023-03-21,,90PRO3,Project Manager,PROJ,RFT,A,Active,WSTMF,100,40,102372,"Lopez, Jonathan",jonathan.lopez@alpineconstruction.com,102266_WSTMF,EE102266_CO002,1.0,
102267,EE102267,CO004,Kimberly,Kimberly,Schmidt,kimberly.schmidt@alpineconstruction.com,2004-05-12,2023-03-22,2023-03-22,,21ENG4,Principal Engineer,ENGR,RFT,A,Active,ALPNC,116,90,,,,102267_ALPNC,EE102267_CO004,1.0,
102268,EE102268,CO002,Eric,Eric,Johansson,eric.johansson@westmarkmanufacturing.com,1987-11-10,2023-03-22,2023-03-22,,04ADM4,Executive Assistant,ADMIN,RPT,A,Active,WSTMF,122,130,,,,102268_WSTMF,EE102268_CO002,0.55,
102269,EE102269,CO002,Henry,Henry,Edwards,henry.edwards@westmarkmanufacturing.com,1997-02-28,2023-03-22,2023-03-22,,85SUP5,Regional Supervisor,SUPV,RPT,T,Terminated,WSTMF,108,230,,,,102269_WSTMF,EE102269_CO002,0.71,2023-07-09
102270,EE102270,CO003,Giovanni,Giovanni,Garcia,giovanni.garcia@prairieresources.ca,1991-05-25,2023-03-24,2023-03-24,,67TEC3,Senior Service Technician,TECH,RFT,A,Active,PRMRE,116,200,,,,102270_PRMRE,EE102270_CO003,1.0,
102271,EE102271,CO003,Carol,Carol,Mendoza,carol.mendoza@prairieresources.ca,1987-06-27,2023-03-24,2023-03-24,,32IT1,IT Support Technician,IT,RPT,A,Active,PRMRE,117,210,100414,"Green, Thomas",thomas.green@northernpipeline.com,102271_PRMRE,EE102271_CO003,0.55,
102272,EE102272,CO001,Deborah,Deborah,Martinez,deborah.martinez@northernpipeline.com,1995-07-30,2023-03-24,2023-03-24,,05ACC1,Accounts Payable Clerk,ACCTG,RFT,T,Terminated,NRTHP,103,30,100420,"Morgan, Angela",angela.morgan@northernpipeline.com,102272_NRTHP,EE102272_CO001,1.0,2026-01-03
102273,EE102273,CO003,Rachel,Rachel,Li,rachel.li@prairieresources.ca,1997-08-05,2023-03-24,2023-03-24,,60WHS1,Warehouse Associate,WHSE,RPT,A,Active,PRMRE,100,250,102201,"Reed, Sandra",sandra.reed@westmarkmanufacturing.com,102273_PRMRE,EE102273_CO003,0.73,
102274,EE102274,CO003,Jason,Jason,Adams,jason.adams@prairieresources.ca,1990-04-23,2023-03-24,2023-03-24,,03ADM3,Senior Administrative Coordinator,ADMIN,RFT,A,Active,PRMRE,102,240,101786,"Cox, Kevin",kevin.cox@alpineconstruction.com,102274_PRMRE,EE102274_CO003,1.0,
102275,EE102275,CO002,Cynthia,Cynthia,Williams,cynthia.williams@westmarkmanufacturing.com,2002-01-28,2023-03-27,2023-03-27,,44SAL4,Sales Team Lead,SALES,RFT,A,Active,WSTMF,104,170,,,,102275_WSTMF,EE102275_CO002,1.0,
102276,EE102276,CO003,Ruth,Ruth,Mendoza,ruth.mendoza@prairieresources.ca,2002-01-28,2023-03-28,2023-03-28,,08ACC3,Senior Accountant,ACCTG,RFT,A,Active,PRMRE,123,110,,,,102276_PRMRE,EE102276_CO003,1.0,
102277,EE102277,CO001,Ruth,Ruth,Peterson,ruth.peterson@northernpipeline.com,1985-01-07,2023-03-31,2023-03-31,,78ANL2,Business Analyst,ANLYT,RPT,T,Terminated,NRTHP,114,40,,,,102277_NRTHP,EE102277_CO001,0.58,2024-08-30
102278,EE102278,CO004,Joyce,Joyce,Howard,joyce.howard@alpineconstruction.com,2003-02-05,2023-04-05,2023-04-05,,66TEC2,Service Technician,TECH,RFT,A,Active,ALPNC,111,140,,,,102278_ALPNC,EE102278_CO004,1.0,
102279,EE102279,CO003,John,John,Wood,john.wood@prairieresources.ca,1984-12-16,2023-04-06,2023-04-06,,71MKT2,Marketing Specialist,MKTG,RFT,A,Active,PRMRE,100,180,,,,102279_PRMRE,EE102279_CO003,1.0,
102280,EE102280,CO001,Virginia,Virginia,Gomez,virginia.gomez@northernpipeline.com,1986-06-04,2023-04-06,2023-04-06,,20ENG3,Senior Engineer,ENGR,RFT,A,Active,NRTHP,121,200,,,,102280_NRTHP,EE102280_CO001,1.0,
102281,EE102281,CO001,Jennifer,Jennifer,Baker,jennifer.baker@northernpipeline.com,2005-01-13,2023-04-07,2023-04-07,,14CSR2,Customer Service Specialist,CSR,RFT,A,Active,NRTHP,121,60,102633,"Edwards, Jessica",jessica.edwards@prairieresources.ca,102281_NRTHP,EE102281_CO001,1.0,
102282,EE102282,CO002,Gary,Gary,Sanchez,gary.sanchez@westmarkmanufacturing.com,1997-09-15,2023-04-07,2023-04-07,,65TEC1,Field Technician,TECH,RFT,T,Terminated,WSTMF,107,200,101805,"Jones, Kimberly",kimberly.jones@westmarkmanufacturing.com,102282_WSTMF,EE102282_CO002,1.0,2025-09-18
102283,EE102283,CO004,Matthew,Matthew,Karlsson,matthew.karlsson@alpineconstruction.com,1980-02-21,2023-04-07,2023-04-07,,55TRD1,Apprentice Technician,TRD,RFT,A,Active,ALPNC,115,50,100721,"Walker, Larry",larry.walker@alpineconstruction.com,102283_ALPNC,EE102283_CO004,1.0,
102284,EE102284,CO003,Steven,Steven,Martin,steven.martin@prairieresources.ca,2000-08-07,2023-04-07,2023-04-07,,78ANL2,Business Analyst,ANLYT,RFT,A,Active,PRMRE,100,100,100277,"Evans, James",james.evans@westmarkmanufacturing.com,102284_PRMRE,EE102284_CO003,1.0,
102285,EE102285,CO003,Charles,Charles,Lee,charles.lee@prairieresources.ca,1996-02-06,2023-04-07,2023-04-07,,60WHS1,Warehouse Associate,WHSE,RFT,A,Active,PRMRE,123,140,102554,"Kim, Marie",marie.kim@northernpipeline.com,102285_PRMRE,EE102285_CO003,1.0,
102286,EE102286,CO003,Emily,Emily,White,emily.white@prairieresources.ca,1986-10-05,2023-04-10,2023-04-10,,65TEC1,Field Technician,TECH,RFT,A,Active,PRMRE,102,80,100620,"Hall, Sakura",sakura.hall@northernpipeline.com,102286_PRMRE,EE102286_CO003,1.0,
102287,EE102287,CO004,Patrick,Patrick,Kim,patrick.kim@alpineconstruction.com,1984-02-10,2023-04-10,2023-04-10,,27HR3,Senior HR Generalist,HR,RFT,T,Terminated,ALPNC,114,250,,,,102287_ALPNC,EE102287_CO004,1.0,2024-09-13
102288,EE102288,CO003,Astrid,Astrid,Phillips,astrid.phillips@prairieresources.ca,1994-04-15,2023-04-10,2023-04-10,,28HR4,HR Business Partner,HR,RPT,T,Terminated,PRMRE,123,120,,,,102288_PRMRE,EE102288_CO003,0.78,2024-01-12
102289,EE102289,CO003,Angela,Angela,Price,angela.price@prairieresources.ca,1996-09-21,2023-04-12,2023-04-12,,69TEC5,Technical Services Manager,TECH,RFT,A,Active,PRMRE,115,150,,,,102289_PRMRE,EE102289_CO003,1.0,
102290,EE102290,CO003,Isabella,Isabella,Gutierrez,isabella.gutierrez@prairieresources.ca,1977-01-01,2023-04-12,2023-04-12,,33IT2,Systems Administrator,IT,RFT,A,Active,PRMRE,100,50,101996,"Scott, Ashley",ashley.scott@prairieresources.ca,102290_PRMRE,EE102290_CO003,1.0,
102291,EE102291,CO003,Donna,Donna,James,donna.james@prairieresources.ca,1973-08-23,2023-04-13,2023-04-13,,36IT3,Senior Systems Administrator,IT,RFT,T,Terminated,PRMRE,115,250,100992,"Moore, Ronald",ronald.moore@westmarkmanufacturing.com,102291_PRMRE,EE102291_CO003,1.0,2023-06-07
102292,EE102292,CO004,Karen,Karen,Ruiz,karen.ruiz@alpineconstruction.com,1981-08-24,2023-04-14,2023-04-14,,03ADM3,Senior Administrative Coordinator,ADMIN,RFT,T,Terminated,ALPNC,100,90,100821,"Morales, Catherine",catherine.morales@alpineconstruction.com,102292_ALPNC,EE102292_CO004,1.0,2023-06-17
102293,EE102293,CO002,Frank,Frank,Nelson,frank.nelson@westmarkmanufacturing.com,1991-02-23,2023-04-14,2023-04-14,,64WHS5,Warehouse Manager,WHSE,RFT,T,Terminated,WSTMF,106,240,,,,102293_WSTMF,EE102293_CO002,1.0,2023-05-13
102294,EE102294,CO001,Stephanie,Stephanie,Morris,stephanie.morris@northernpipeline.com,2000-02-12,2023-04-14,2023-04-14,,60WHS1,Warehouse Associate,WHSE,RFT,T,Terminated,NRTHP,122,100,101678,"Chavez, Eric",eric.chavez@westmarkmanufacturing.com,102294_NRTHP,EE102294_CO001,1.0,2025-07-20
102295,EE102295,CO003,Patrick,Patrick,Torres,patrick.torres@prairieresources.ca,1999-12-07,2023-04-14,2023-04-14,,56TRD2,Journeyman Technician,TRD,RFT,T,Terminated,PRMRE,102,220,102813,"Mitchell, John",john.mitchell@alpineconstruction.com,102295_PRMRE,EE102295_CO003,1.0,2024-06-28
102296,EE102296,CO002,Christopher,Christopher,Zhang,christopher.zhang@westmarkmanufacturing.com,1985-12-23,2023-04-14,2023-04-14,,19ENG2,Engineer,ENGR,RFT,T,Terminated,WSTMF,111,50,102114,"Reyes, Joshua",joshua.reyes@westmarkmanufacturing.com,102296_WSTMF,EE102296_CO002,1.0,2024-09-28
102297,EE102297,CO004,Virginia,Virginia,Diaz,virginia.diaz@alpineconstruction.com,1987-04-08,2023-04-14,2023-04-14,,50OPS3,Operations Specialist,OPS,RFT,A,Active,ALPNC,104,200,,,,102297_ALPNC,EE102297_CO004,1.0,
102298,EE102298,CO001,Lisa,Lisa,Long,lisa.long@northernpipeline.com,1976-11-04,2023-04-14,2023-04-14,,32IT1,IT Support Technician,IT,RFT,A,Active,NRTHP,108,250,102717,"Gray, Susan",susan.gray@westmarkmanufacturing.com,102298_NRTHP,EE102298_CO001,1.0,
102299,EE102299,CO001,Jessica,Jessica,Martinez,jessica.martinez@northernpipeline.com,1984-10-10,2023-04-14,2023-04-14,,20ENG3,Senior Engineer,ENGR,RFT,A,Active,NRTHP,104,160,,,,102299_NRTHP,EE102299_CO001,1.0,
102300,EE102300,CO004,Jerry,Jerry,Morales,jerry.morales@alpineconstruction.com,2004-08-28,2023-04-17,2023-04-17,,61WHS2,Warehouse Clerk,WHSE,RFT,A,Active,ALPNC,116,60,102529,"Weber, Raymond",raymond.weber@prairieresources.ca,102300_ALPNC,EE102300_CO004,1.0,
102301,EE102301,CO003,Rachel,Rachel,Yamamoto,rachel.yamamoto@prairieresources.ca,1980-09-28,2023-04-17,2023-04-17,,16CSR4,Customer Service Team Lead,CSR,RFT,T,Terminated,PRMRE,124,180,,,,102301_PRMRE,EE102301_CO003,1.0,2023-11-06
102302,EE102302,CO002,Melissa,Melissa,Smith,melissa.smith@westmarkmanufacturing.com,2001-03-27,2023-04-18,2023-04-18,,61WHS2,Warehouse Clerk,WHSE,RFT,A,Active,WSTMF,111,30,101516,"Cruz, Alexander",alexander.cruz@alpineconstruction.com,102302_WSTMF,EE102302_CO002,1.0,
102303,EE102303,CO001,Shirley,Shirley,Taylor,shirley.taylor@northernpipeline.com,1995-04-14,2023-04-19,2023-04-19,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,NRTHP,116,50,100007,"Becker, Gary",gary.becker@alpineconstruction.com,102303_NRTHP,EE102303_CO001,1.0,2024-02-25
102304,EE102304,CO003,Benjamin,Benjamin,Adams,benjamin.adams@prairieresources.ca,1988-10-27,2023-04-20,2023-04-20,,20ENG3,Senior Engineer,ENGR,RPT,A,Active,PRMRE,100,110,101160,"Andersson, Sarah",sarah.andersson@northernpipeline.com,102304_PRMRE,EE102304_CO003,0.79,
102305,EE102305,CO002,Betty,Betty,Flores,betty.flores@westmarkmanufacturing.com,1971-11-15,2023-04-20,2023-04-20,,48OPS1,Operations Assistant,OPS,RFT,A,Active,WSTMF,102,70,102708,"Moore, Jessica",jessica.moore@westmarkmanufacturing.com,102305_WSTMF,EE102305_CO002,1.0,
102306,EE102306,CO003,Linda,Linda,King,linda.king@prairieresources.ca,1960-03-20,2023-04-20,2023-04-20,,02ADM2,Administrative Coordinator,ADMIN,RFT,A,Active,PRMRE,124,70,102457,"Ross, Pamela",pamela.ross@westmarkmanufacturing.com,102306_PRMRE,EE102306_CO003,1.0,
102307,EE102307,CO003,Raj,Raj,Perez,raj.perez@prairieresources.ca,1985-03-06,2023-04-21,2023-04-21,,26HR2,HR Generalist,HR,RFT,T,Terminated,PRMRE,118,130,100080,"Campbell, Carol",carol.campbell@prairieresources.ca,102307_PRMRE,EE102307_CO003,1.0,2023-09-02
102308,EE102308,CO004,Rebecca,Rebecca,Torres,rebecca.torres@alpineconstruction.com,1992-08-23,2023-04-21,2023-04-21,,25HR1,HR Coordinator,HR,RFT,A,Active,ALPNC,124,70,102457,"Ross, Pamela",pamela.ross@westmarkmanufacturing.com,102308_ALPNC,EE102308_CO004,1.0,
102309,EE102309,CO004,Samantha,Samantha,Rivera,samantha.rivera@alpineconstruction.com,1985-11-20,2023-04-21,2023-04-21,,70MKT1,Marketing Coordinator,MKTG,CON,A,Active,ALPNC,112,200,,,,102309_ALPNC,EE102309_CO004,1.0,
102310,EE102310,CO003,Patrick,Patrick,Rivera,patrick.rivera@prairieresources.ca,1983-03-08,2023-04-24,2023-04-24,,71MKT2,Marketing Specialist,MKTG,RFT,T,Terminated,PRMRE,100,240,102150,"Jimenez, Anthony",anthony.jimenez@westmarkmanufacturing.com,102310_PRMRE,EE102310_CO003,1.0,2024-01-19
102311,EE102311,CO004,Dennis,Dennis,Brown,dennis.brown@alpineconstruction.com,1994-12-21,2023-04-24,2023-04-24,,41SAL1,Sales Representative,SALES,RFT,A,Active,ALPNC,119,180,100529,"Zhang, Christine",christine.zhang@northernpipeline.com,102311_ALPNC,EE102311_CO004,1.0,
102312,EE102312,CO002,Betty,Betty,Reed,betty.reed@westmarkmanufacturing.com,1973-11-21,2023-04-24,2023-04-24,,56TRD2,Journeyman Technician,TRD,RFT,T,Terminated,WSTMF,111,180,100076,"Bailey, Ryan",ryan.bailey@alpineconstruction.com,102312_WSTMF,EE102312_CO002,1.0,2024-02-24
102313,EE102313,CO002,Donald,Donald,Li,donald.li@westmarkmanufacturing.com,1988-08-19,2023-04-25,2023-04-25,,77ANL1,Data Analyst,ANLYT,RFT,T,Terminated,WSTMF,106,80,101286,"Baker, Sarah",sarah.baker@westmarkmanufacturing.com,102313_WSTMF,EE102313_CO002,1.0,2024-12-09
102314,EE102314,CO003,Ingrid,Ingrid,Wang,ingrid.wang@prairieresources.ca,1986-11-15,2023-04-25,2023-04-25,,02ADM2,Administrative Coordinator,ADMIN,RFT,A,Active,PRMRE,115,140,102983,"Baker, Adam",adam.baker@northernpipeline.com,102314_PRMRE,EE102314_CO003,1.0,
102315,EE102315,CO003,Paul,Paul,Stewart,paul.stewart@prairieresources.ca,1985-01-25,2023-04-25,2023-04-25,,55TRD1,Apprentice Technician,TRD,RFT,A,Active,PRMRE,105,110,102811,"Turner, Donna",donna.turner@prairieresources.ca,102315_PRMRE,EE102315_CO003,1.0,
102316,EE102316,CO002,Heather,Heather,Watson,heather.watson@westmarkmanufacturing.com,1987-02-11,2023-04-25,2023-04-25,,57TRD3,Senior Technician,TRD,RFT,A,Active,WSTMF,104,50,,,,102316_WSTMF,EE102316_CO002,1.0,
102317,EE102317,CO004,Jason,Jason,Johnson,jason.johnson@alpineconstruction.com,1983-02-15,2023-04-26,2023-04-26,,03ADM3,Senior Administrative Coordinator,ADMIN,RFT,T,Terminated,ALPNC,115,20,101427,"Tanaka, Wei",wei.tanaka@prairieresources.ca,102317_ALPNC,EE102317_CO004,1.0,2024-03-18
102318,EE102318,CO001,Sakura,Sakura,Watson,sakura.watson@northernpipeline.com,1997-11-07,2023-04-26,2023-04-26,,73MKT4,Marketing Lead,MKTG,RFT,T,Terminated,NRTHP,100,70,,,,102318_NRTHP,EE102318_CO001,1.0,2024-06-06
102319,EE102319,CO003,Michelle,Michelle,Wagner,michelle.wagner@prairieresources.ca,1996-11-18,2023-04-26,2023-04-26,,26HR2,HR Generalist,HR,CON,A,Active,PRMRE,105,160,,,,102319_PRMRE,EE102319_CO003,1.0,
102320,EE102320,CO004,Katherine,Katherine,Evans,katherine.evans@alpineconstruction.com,2002-08-02,2023-04-26,2023-04-26,,18ENG1,Junior Engineer,ENGR,RFT,T,Terminated,ALPNC,111,40,101448,"Chen, Kenneth",kenneth.chen@alpineconstruction.com,102320_ALPNC,EE102320_CO004,1.0,2023-07-01
102321,EE102321,CO002,Karen,Karen,Gray,karen.gray@westmarkmanufacturing.com,1986-10-25,2023-04-26,2023-04-26,,51OPS4,Operations Lead,OPS,RFT,A,Active,WSTMF,107,30,,,,102321_WSTMF,EE102321_CO002,1.0,
102322,EE102322,CO001,Samantha,Samantha,Turner,samantha.turner@northernpipeline.com,1983-07-04,2023-04-27,2023-04-27,,13CSR1,Customer Service Representative,CSR,RPT,T,Terminated,NRTHP,114,170,,,,102322_NRTHP,EE102322_CO001,0.54,2024-07-29
102323,EE102323,CO004,Patricia,Patricia,Reyes,patricia.reyes@alpineconstruction.com,1986-05-15,2023-04-27,2023-04-27,,14CSR2,Customer Service Specialist,CSR,RFT,T,Terminated,ALPNC,102,110,100283,"Larsson, Patricia",patricia.larsson@alpineconstruction.com,102323_ALPNC,EE102323_CO004,1.0,2025-01-10
102324,EE102324,CO001,Jason,Jason,Lewis,jason.lewis@northernpipeline.com,1974-07-26,2023-05-01,2023-05-01,,03ADM3,Senior Administrative Coordinator,ADMIN,RFT,A,Active,NRTHP,122,20,102879,"Mueller, Dorothy",dorothy.mueller@northernpipeline.com,102324_NRTHP,EE102324_CO001,1.0,
102325,EE102325,CO004,Debra,Debra,Jimenez,debra.jimenez@alpineconstruction.com,1991-12-22,2023-05-01,2023-05-01,,02ADM2,Administrative Coordinator,ADMIN,RFT,T,Terminated,ALPNC,114,60,101378,"Olsson, Robert",robert.olsson@alpineconstruction.com,102325_ALPNC,EE102325_CO004,1.0,2023-12-19
102326,EE102326,CO004,Isabella,Isabella,Adams,isabella.adams@alpineconstruction.com,1985-01-18,2023-05-02,2023-05-02,,72MKT3,Senior Marketing Specialist,MKTG,RFT,T,Terminated,ALPNC,121,200,,,,102326_ALPNC,EE102326_CO004,1.0,2025-05-26
102327,EE102327,CO001,Michael,Michael,Clark,michael.clark@northernpipeline.com,2001-07-13,2023-05-02,2023-05-02,,55TRD1,Apprentice Technician,TRD,RFT,T,Terminated,NRTHP,123,100,101820,"Reyes, Dmitri",dmitri.reyes@prairieresources.ca,102327_NRTHP,EE102327_CO001,1.0,2024-05-04
102328,EE102328,CO004,Jennifer,Jennifer,Schmidt,jennifer.schmidt@alpineconstruction.com,1994-09-10,2023-05-02,2023-05-02,,08ACC3,Senior Accountant,ACCTG,RFT,A,Active,ALPNC,111,70,100206,"Richardson, Sakura",sakura.richardson@northernpipeline.com,102328_ALPNC,EE102328_CO004,1.0,
102329,EE102329,CO002,Paul,Paul,Morris,paul.morris@westmarkmanufacturing.com,1984-08-12,2023-05-03,2023-05-03,,71MKT2,Marketing Specialist,MKTG,CON,T,Terminated,WSTMF,106,160,,,,102329_WSTMF,EE102329_CO002,1.0,2025-04-01
102330,EE102330,CO004,Jose,Jose,Watson,jose.watson@alpineconstruction.com,1983-02-02,2023-05-03,2023-05-03,,71MKT2,Marketing Specialist,MKTG,CON,T,Terminated,ALPNC,102,190,102877,"Jackson, Pierre",pierre.jackson@prairieresources.ca,102330_ALPNC,EE102330_CO004,1.0,2024-02-16
102331,EE102331,CO001,Jennifer,Jennifer,Ward,jennifer.ward@northernpipeline.com,1993-06-23,2023-05-03,2023-05-03,,25HR1,HR Coordinator,HR,RFT,T,Terminated,NRTHP,109,100,,,,102331_NRTHP,EE102331_CO001,1.0,2024-05-20
102332,EE102332,CO001,Adam,Adam,Baker,adam.baker@northernpipeline.com,1991-07-01,2023-05-04,2023-05-04,,66TEC2,Service Technician,TECH,RFT,A,Active,NRTHP,116,150,100258,"Cox, Virginia",virginia.cox@prairieresources.ca,102332_NRTHP,EE102332_CO001,1.0,
102333,EE102333,CO001,John,John,Kelly,john.kelly@northernpipeline.com,2005-01-15,2023-05-04,2023-05-04,,78ANL2,Business Analyst,ANLYT,RFT,T,Terminated,NRTHP,120,230,,,,102333_NRTHP,EE102333_CO001,1.0,2024-05-29
102334,EE102334,CO001,Christine,Christine,Andersson,christine.andersson@northernpipeline.com,1994-07-28,2023-05-04,2023-05-04,,01ADM1,Administrative Assistant,ADMIN,RFT,A,Active,NRTHP,113,180,,,,102334_NRTHP,EE102334_CO001,1.0,
102335,EE102335,CO001,Brenda,Brenda,Liu,brenda.liu@northernpipeline.com,1983-03-09,2023-05-05,2023-05-05,,06ACC1,Accounts Receivable Clerk,ACCTG,RPT,T,Terminated,NRTHP,121,20,100758,"Nelson, Diane",diane.nelson@prairieresources.ca,102335_NRTHP,EE102335_CO001,0.67,2025-07-21
102336,EE102336,CO002,Elizabeth,Elizabeth,Liu,elizabeth.liu@westmarkmanufacturing.com,1985-08-18,2023-05-05,2023-05-05,,77ANL1,Data Analyst,ANLYT,RFT,A,Active,WSTMF,100,240,102150,"Jimenez, Anthony",anthony.jimenez@westmarkmanufacturing.com,102336_WSTMF,EE102336_CO002,1.0,
102337,EE102337,CO001,Joyce,Joyce,Hughes,joyce.hughes@northernpipeline.com,1986-05-03,2023-05-05,2023-05-05,,21ENG4,Principal Engineer,ENGR,RFT,T,Terminated,NRTHP,121,240,,,,102337_NRTHP,EE102337_CO001,1.0,2023-08-28
102338,EE102338,CO001,James,James,Jones,james.jones@northernpipeline.com,1991-02-21,2023-05-05,2023-05-05,,73MKT4,Marketing Lead,MKTG,RFT,A,Active,NRTHP,124,110,,,,102338_NRTHP,EE102338_CO001,1.0,
102339,EE102339,CO001,Ingrid,Ingrid,Castillo,ingrid.castillo@northernpipeline.com,1990-12-26,2023-05-08,2023-05-08,,58TRD4,Lead Technician,TRD,TFT,T,Terminated,NRTHP,114,70,,,,102339_NRTHP,EE102339_CO001,1.0,2023-05-23
102340,EE102340,CO003,Isabella,Isabella,Walker,isabella.walker@prairieresources.ca,1998-04-14,2023-05-08,2023-05-08,,49OPS2,Operations Coordinator,OPS,RFT,A,Active,PRMRE,124,160,100599,"Johansson, Jonathan",jonathan.johansson@prairieresources.ca,102340_PRMRE,EE102340_CO003,1.0,
102341,EE102341,CO004,Alexander,Alexander,Brooks,alexander.brooks@alpineconstruction.com,1984-12-19,2023-05-08,2023-05-08,,77ANL1,Data Analyst,ANLYT,RFT,T,Terminated,ALPNC,124,120,101806,"Campbell, Edward",edward.campbell@alpineconstruction.com,102341_ALPNC,EE102341_CO004,1.0,2023-06-03
102342,EE102342,CO003,Sarah,Sarah,Martin,sarah.martin@prairieresources.ca,1987-03-17,2023-05-09,2023-05-09,,06ACC1,Accounts Receivable Clerk,ACCTG,RFT,A,Active,PRMRE,117,20,102028,"Hernandez, Patricia",patricia.hernandez@prairieresources.ca,102342_PRMRE,EE102342_CO003,1.0,
102343,EE102343,CO004,Ruth,Ruth,Weber,ruth.weber@alpineconstruction.com,1986-08-21,2023-05-09,2023-05-09,,83SUP4,Shift Supervisor,SUPV,CON,T,Terminated,ALPNC,119,250,,,,102343_ALPNC,EE102343_CO004,1.0,2024-03-15
102344,EE102344,CO002,John,John,Reyes,john.reyes@westmarkmanufacturing.com,1997-01-03,2023-05-10,2023-05-10,,13CSR1,Customer Service Representative,CSR,TFT,T,Terminated,WSTMF,108,90,100152,"Carter, Ingrid",ingrid.carter@westmarkmanufacturing.com,102344_WSTMF,EE102344_CO002,1.0,2025-10-17
102345,EE102345,CO002,Brenda,Brenda,Castillo,brenda.castillo@westmarkmanufacturing.com,2004-08-29,2023-05-10,2023-05-10,,25HR1,HR Coordinator,HR,RPT,A,Active,WSTMF,118,250,102494,"Singh, Jerry",jerry.singh@westmarkmanufacturing.com,102345_WSTMF,EE102345_CO002,0.43,
102346,EE102346,CO002,Charles,Charles,White,charles.white@westmarkmanufacturing.com,1981-04-12,2023-05-11,2023-05-11,,71MKT2,Marketing Specialist,MKTG,RFT,A,Active,WSTMF,105,20,,,,102346_WSTMF,EE102346_CO002,1.0,
102347,EE102347,CO002,Donna,Donna,Shah,donna.shah@westmarkmanufacturing.com,1995-11-04,2023-05-11,2023-05-11,,13CSR1,Customer Service Representative,CSR,RFT,A,Active,WSTMF,118,70,,,,102347_WSTMF,EE102347_CO002,1.0,
102348,EE102348,CO002,Yuki,Yuki,Long,yuki.long@westmarkmanufacturing.com,1999-08-19,2023-05-12,2023-05-12,,26HR2,HR Generalist,HR,TAW,A,Active,WSTMF,118,150,,,,102348_WSTMF,EE102348_CO002,1.0,
102349,EE102349,CO003,Julie,Julie,Jones,julie.jones@prairieresources.ca,1984-10-27,2023-05-12,2023-05-12,,50OPS3,Operations Specialist,OPS,RPT,A,Active,PRMRE,100,210,,,,102349_PRMRE,EE102349_CO003,0.6,
102350,EE102350,CO003,Olivia,Olivia,Kim,olivia.kim@prairieresources.ca,1994-11-18,2023-05-12,2023-05-12,,06ACC1,Accounts Receivable Clerk,ACCTG,CON,T,Terminated,PRMRE,118,150,102348,"Long, Yuki",yuki.long@westmarkmanufacturing.com,102350_PRMRE,EE102350_CO003,1.0,2024-11-24
102351,EE102351,CO003,Samantha,Samantha,Patel,samantha.patel@prairieresources.ca,1981-01-21,2023-05-12,2023-05-12,,19ENG2,Engineer,ENGR,RPT,T,Terminated,PRMRE,100,110,101160,"Andersson, Sarah",sarah.andersson@northernpipeline.com,102351_PRMRE,EE102351_CO003,0.53,2024-01-30
102352,EE102352,CO002,Aisha,Aisha,Walker,aisha.walker@westmarkmanufacturing.com,1985-02-01,2023-05-12,2023-05-12,,71MKT2,Marketing Specialist,MKTG,RFT,T,Terminated,WSTMF,124,90,100652,"Smith, Larry",larry.smith@westmarkmanufacturing.com,102352_WSTMF,EE102352_CO002,1.0,2024-06-01
